id,value
id_137,22.031617199670173
id_138,78.69020719494229
id_139,61.59581651201465
id_140,26.947832963886654
id_141,18.809821851421578
id_142,24.513118239757212
id_143,7.35927865212938
id_144,13.2995725176215
id_145,9.754792141951995
id_146,19.379374708140375
id_147,7.4105971164653965
id_148,12.741948842908187
id_149,15.963258139461677
id_150,46.330947329021036
id_151,20.54057589240432
id_152,22.036324132831037
id_153,14.36168614760597
id_154,13.940623331117187
id_155,23.730558125716268
id_156,24.928743648094514
id_157,36.98083283493184
id_158,3.7409183070022696
id_159,23.014616131564487
id_160,42.1378791818382
id_161,19.279657461550784
id_162,62.16637684007759
id_163,16.807933958643535
id_164,33.81406345806812
id_165,24.41551225143247
id_166,22.4729227292854
id_167,0.3674519375176065
id_168,67.99792738692194
id_169,15.986383080077626
id_170,15.812903785733685
id_171,70.64110353513745
id_172,20.760788178283192
id_173,2.0066769596330642
id_174,23.857534467205213
id_175,-0.19894250568488303
id_176,8.204593218730096
id_177,18.229481323782075
id_178,21.983332389607405
id_179,24.910048716698764
id_180,43.008370690846895
id_181,33.14235883169643
id_182,29.61884137599099
id_183,14.088777428131054
id_184,7.439328625379444
id_185,42.102929475556216
id_186,36.09555932715761
id_187,34.07486001221745
id_188,16.19310802360189
id_189,24.062819899168456
id_190,14.333071911939827
id_191,15.392098078027626
id_192,30.44996115281404
id_193,73.02585176228723
id_194,30.63584956844245
id_195,10.847740172030258
id_196,62.77453248187254
id_197,16.79310127655223
id_198,20.098565067629224
id_199,20.91545676399632
id_200,123.67611402676346
id_201,22.844125394350495
id_202,58.38401384957417
id_203,4.9537414443464325
id_204,59.83043208319911
id_205,35.34552365514969
id_206,14.83304313760889
id_207,14.384420983005391
id_208,61.56249731228782
id_209,14.143953064485345
id_210,37.31875960806552
id_211,68.54146553784233
id_212,18.784776377709903
id_213,113.62764735490168
id_214,40.71436780492601
id_215,76.81648546275395
id_216,91.75521590781938
id_217,71.19827281980886
id_218,29.827875959755954
id_219,19.897036746541
id_220,30.63947678029279
id_221,57.266535177565885
id_222,26.52160541808014
id_223,38.314798710448045
id_224,42.810867425792125
id_225,10.0815200864933
id_226,5.42120270772347
id_227,81.17598197812647
id_228,30.205444112776853
id_229,1.5354294704671907
id_230,40.438922006942065
id_231,15.388963703208951
id_232,22.05441487043549
id_233,7.405651307027738
id_234,15.088506337858309
id_235,25.420000722624682
id_236,13.926112807644845
id_237,3.028734366461536
id_238,22.137604360241767
id_239,12.56483207502182
